feedback_id,customer_name,feedback,date,product,clean_feedback
3022,Divya,Very bad experience and disappointed,2025-05-31,Internet Service,verybadexperienceanddisappointed
3023,Rahul,"Amazing experience, highly recommend",2025-01-12,Headphones,amazingexperiencehighlyrecommend
3024,Pooja,Very happy with the product,2025-12-15,Mobile,veryhappywiththeproduct
3025,Suresh,Very happy with the product,2025-07-19,Headphones,veryhappywiththeproduct
3026,Sneha,Acceptable performance,2025-03-28,Laptop,acceptableperformance
3027,Priya,Acceptable performance,2025-09-22,Headphones,acceptableperformance
3028,Priya,Average experience,2025-03-07,Headphones,averageexperience
3029,Divya,Nothing special,2025-03-21,Headphones,nothingspecial
3030,Pooja,Okay for the price,2025-07-01,Internet Service,okayfortheprice
3031,Divya,Okay for the price,2025-07-25,Headphones,okayfortheprice
3032,Manoj,Support team was very helpful,2025-07-10,Smart Watch,supportteamwasveryhelpful
3033,Arun,Excellent quality and very satisfied,2025-05-19,Mobile,excellentqualityandverysatisfied
3034,Rahul,Okay for the price,2025-07-01,E-commerce,okayfortheprice
3035,Priya,Worst product ever,2025-06-21,Laptop,worstproductever
3036,Priya,Delivery was too late,2025-12-31,Laptop,deliverywastoolate
3037,Anitha,"Amazing experience, highly recommend",2025-05-29,Laptop,amazingexperiencehighlyrecommend
3038,Karthik,Okay for the price,2025-05-09,Smart Watch,okayfortheprice
3039,Pooja,Average experience,2025-04-20,Headphones,averageexperience
3040,Pooja,Poor quality and waste of money,2025-09-28,Internet Service,poorqualityandwasteofmoney
3041,Manoj,"Amazing experience, highly recommend",2025-12-12,Headphones,amazingexperiencehighlyrecommend
3042,Rahul,Decent product,2025-03-30,E-commerce,decentproduct
3043,Priya,Great service and fast delivery,2025-10-30,Headphones,greatserviceandfastdelivery
3044,Pooja,Average experience,2025-08-30,Mobile,averageexperience
3045,Divya,Okay for the price,2025-08-26,Headphones,okayfortheprice
3046,Anitha,Delivery was too late,2025-04-16,Smart Watch,deliverywastoolate
3047,Manoj,Acceptable performance,2025-02-26,Laptop,acceptableperformance
3048,Sneha,Customer support did not respond,2025-09-22,Headphones,customersupportdidnotrespond
3049,Anitha,Okay for the price,2025-03-22,Smart Watch,okayfortheprice
3050,Suresh,Worst product ever,2025-08-08,Headphones,worstproductever
3051,Sneha,Okay for the price,2025-11-14,Laptop,okayfortheprice
3052,Arun,Worst product ever,2025-07-21,Laptop,worstproductever
3053,Suresh,Great service and fast delivery,2025-08-23,Mobile App,greatserviceandfastdelivery
3054,Manoj,Okay for the price,2025-11-23,Laptop,okayfortheprice
3055,Arun,Customer support did not respond,2025-10-04,Smart Watch,customersupportdidnotrespond
3056,Rahul,Delivery was too late,2025-04-23,Laptop,deliverywastoolate
3057,Sneha,Average experience,2025-08-20,Mobile,averageexperience
3058,Rahul,Worst product ever,2025-12-16,Internet Service,worstproductever
3059,Manoj,Customer support did not respond,2025-02-27,Smart Watch,customersupportdidnotrespond
3060,Suresh,Support team was very helpful,2025-07-13,Internet Service,supportteamwasveryhelpful
3061,Suresh,Poor quality and waste of money,2025-01-22,Laptop,poorqualityandwasteofmoney
3062,Divya,Delivery was too late,2025-09-04,Internet Service,deliverywastoolate
3063,Pooja,Very bad experience and disappointed,2025-09-22,Laptop,verybadexperienceanddisappointed
3064,Pooja,Very bad experience and disappointed,2025-10-19,Mobile App,verybadexperienceanddisappointed
3065,Karthik,Great service and fast delivery,2025-06-13,Mobile,greatserviceandfastdelivery
3066,Rahul,Delivery was too late,2025-03-04,Laptop,deliverywastoolate
3067,Suresh,Delivery was too late,2025-07-02,Headphones,deliverywastoolate
3068,Arun,Great service and fast delivery,2025-06-24,Laptop,greatserviceandfastdelivery
3069,Manoj,Decent product,2025-01-20,Mobile App,decentproduct
3070,Priya,Great service and fast delivery,2025-09-13,Banking App,greatserviceandfastdelivery
3071,Divya,Nothing special,2025-07-20,Headphones,nothingspecial
3072,Arun,Excellent quality and very satisfied,2025-08-21,Mobile,excellentqualityandverysatisfied
3073,Karthik,Poor quality and waste of money,2025-10-04,E-commerce,poorqualityandwasteofmoney
3074,Suresh,Delivery was too late,2025-03-15,Internet Service,deliverywastoolate
3075,Arun,Delivery was too late,2025-12-04,Smart Watch,deliverywastoolate
3076,Pooja,Great service and fast delivery,2025-04-05,Smart Watch,greatserviceandfastdelivery
3077,Pooja,Delivery was too late,2025-12-10,Mobile,deliverywastoolate
3078,Pooja,Customer support did not respond,2025-01-06,Headphones,customersupportdidnotrespond
3079,Divya,Average experience,2025-10-02,Mobile App,averageexperience
3080,Karthik,Poor quality and waste of money,2025-04-01,Laptop,poorqualityandwasteofmoney
3081,Arun,Poor quality and waste of money,2025-08-07,Smart Watch,poorqualityandwasteofmoney
3082,Karthik,Average experience,2025-11-25,Laptop,averageexperience
3083,Suresh,Delivery was too late,2025-04-23,Internet Service,deliverywastoolate
3084,Anitha,Worst product ever,2025-12-20,Internet Service,worstproductever
3085,Sneha,Delivery was too late,2025-04-07,Banking App,deliverywastoolate
3086,Karthik,Customer support did not respond,2025-10-28,E-commerce,customersupportdidnotrespond
3087,Arun,Acceptable performance,2025-06-01,Mobile,acceptableperformance
3088,Manoj,Very happy with the product,2025-08-20,Banking App,veryhappywiththeproduct
3089,Suresh,Decent product,2025-01-19,Headphones,decentproduct
3090,Pooja,Okay for the price,2025-05-26,Internet Service,okayfortheprice
3091,Suresh,"Amazing experience, highly recommend",2025-09-02,Banking App,amazingexperiencehighlyrecommend
3092,Arun,"Amazing experience, highly recommend",2025-09-20,Laptop,amazingexperiencehighlyrecommend
3093,Divya,Delivery was too late,2025-10-09,Banking App,deliverywastoolate
3094,Pooja,Delivery was too late,2025-11-05,Smart Watch,deliverywastoolate
3095,Suresh,Worst product ever,2025-03-02,Mobile App,worstproductever
3096,Anitha,Delivery was too late,2025-03-08,Mobile,deliverywastoolate
3097,Divya,Average experience,2025-09-23,Internet Service,averageexperience
3098,Anitha,Okay for the price,2025-10-12,Banking App,okayfortheprice
3099,Manoj,"Amazing experience, highly recommend",2025-10-05,Banking App,amazingexperiencehighlyrecommend
3100,Rahul,Acceptable performance,2025-06-02,Laptop,acceptableperformance
3101,Priya,Delivery was too late,2025-09-02,Headphones,deliverywastoolate
3102,Divya,Delivery was too late,2025-08-11,Headphones,deliverywastoolate
3103,Manoj,Customer support did not respond,2025-03-17,Headphones,customersupportdidnotrespond
3104,Divya,Excellent quality and very satisfied,2025-11-19,Banking App,excellentqualityandverysatisfied
3105,Sneha,Great service and fast delivery,2025-06-22,Laptop,greatserviceandfastdelivery
3106,Karthik,Poor quality and waste of money,2025-11-07,Laptop,poorqualityandwasteofmoney
3107,Sneha,Very bad experience and disappointed,2025-04-10,Internet Service,verybadexperienceanddisappointed
3108,Rahul,Acceptable performance,2025-11-05,Banking App,acceptableperformance
3109,Divya,"Amazing experience, highly recommend",2025-10-27,Smart Watch,amazingexperiencehighlyrecommend
3110,Priya,Very happy with the product,2025-10-12,Mobile App,veryhappywiththeproduct
3111,Suresh,Customer support did not respond,2025-02-15,Banking App,customersupportdidnotrespond
3112,Arun,Very happy with the product,2025-10-25,Mobile,veryhappywiththeproduct
3113,Sneha,Very happy with the product,2025-07-11,Mobile App,veryhappywiththeproduct
3114,Divya,Poor quality and waste of money,2025-04-26,Mobile,poorqualityandwasteofmoney
3115,Anitha,Delivery was too late,2025-10-31,Headphones,deliverywastoolate
3116,Karthik,Acceptable performance,2025-04-06,Mobile App,acceptableperformance
3117,Divya,Excellent quality and very satisfied,2025-10-30,Headphones,excellentqualityandverysatisfied
3118,Sneha,Acceptable performance,2025-09-29,Mobile App,acceptableperformance
3119,Divya,Poor quality and waste of money,2025-09-08,Banking App,poorqualityandwasteofmoney
3120,Rahul,Customer support did not respond,2025-02-23,Mobile App,customersupportdidnotrespond
3121,Anitha,"Amazing experience, highly recommend",2025-06-10,Mobile,amazingexperiencehighlyrecommend
3122,Pooja,Okay for the price,2025-11-17,Mobile App,okayfortheprice
3123,Divya,"Amazing experience, highly recommend",2025-02-05,Mobile,amazingexperiencehighlyrecommend
3124,Suresh,Very bad experience and disappointed,2025-03-06,E-commerce,verybadexperienceanddisappointed
3125,Anitha,Excellent quality and very satisfied,2025-11-01,Mobile,excellentqualityandverysatisfied
3126,Suresh,Support team was very helpful,2025-12-31,Smart Watch,supportteamwasveryhelpful
3127,Manoj,Support team was very helpful,2025-05-02,Smart Watch,supportteamwasveryhelpful
3128,Priya,Average experience,2025-12-20,Mobile,averageexperience
3129,Suresh,Great service and fast delivery,2025-05-27,Mobile,greatserviceandfastdelivery
3130,Priya,Average experience,2025-10-21,Mobile App,averageexperience
3131,Arun,Delivery was too late,2025-06-26,Smart Watch,deliverywastoolate
3132,Karthik,Delivery was too late,2025-08-18,Internet Service,deliverywastoolate
3133,Pooja,Average experience,2025-12-02,Headphones,averageexperience
3134,Pooja,Worst product ever,2025-09-08,Mobile App,worstproductever
3135,Pooja,Support team was very helpful,2025-01-22,Smart Watch,supportteamwasveryhelpful
3136,Suresh,Average experience,2025-06-19,Mobile,averageexperience
3137,Pooja,Nothing special,2025-12-17,Mobile,nothingspecial
3138,Manoj,Very happy with the product,2025-01-22,E-commerce,veryhappywiththeproduct
3139,Arun,Nothing special,2025-09-02,Mobile App,nothingspecial
3140,Anitha,Poor quality and waste of money,2025-12-20,Headphones,poorqualityandwasteofmoney
3141,Divya,"Amazing experience, highly recommend",2025-06-17,Mobile App,amazingexperiencehighlyrecommend
3142,Karthik,Customer support did not respond,2025-12-10,Headphones,customersupportdidnotrespond
3143,Priya,Delivery was too late,2025-07-09,Laptop,deliverywastoolate
3144,Priya,Customer support did not respond,2025-09-27,Internet Service,customersupportdidnotrespond
3145,Manoj,Decent product,2025-10-24,Banking App,decentproduct
3146,Pooja,Customer support did not respond,2025-02-22,E-commerce,customersupportdidnotrespond
3147,Pooja,Customer support did not respond,2025-07-16,Laptop,customersupportdidnotrespond
3148,Pooja,Excellent quality and very satisfied,2025-09-28,E-commerce,excellentqualityandverysatisfied
3149,Anitha,Average experience,2025-01-25,Mobile App,averageexperience
3150,Rahul,Poor quality and waste of money,2025-11-06,Smart Watch,poorqualityandwasteofmoney
3151,Pooja,Support team was very helpful,2025-05-03,Mobile,supportteamwasveryhelpful
3152,Divya,Very bad experience and disappointed,2025-05-24,Headphones,verybadexperienceanddisappointed
3153,Karthik,Very bad experience and disappointed,2025-01-08,Banking App,verybadexperienceanddisappointed
3154,Sneha,Very happy with the product,2025-07-26,Internet Service,veryhappywiththeproduct
3155,Anitha,Acceptable performance,2025-05-25,E-commerce,acceptableperformance
3156,Anitha,Great service and fast delivery,2025-06-17,Banking App,greatserviceandfastdelivery
3157,Rahul,Support team was very helpful,2025-09-19,Mobile,supportteamwasveryhelpful
3158,Manoj,Very bad experience and disappointed,2025-03-09,Smart Watch,verybadexperienceanddisappointed
3159,Divya,Nothing special,2025-08-17,Banking App,nothingspecial
3160,Karthik,Customer support did not respond,2025-06-26,E-commerce,customersupportdidnotrespond
3161,Karthik,Okay for the price,2025-02-01,E-commerce,okayfortheprice
3162,Karthik,Customer support did not respond,2025-10-26,Mobile App,customersupportdidnotrespond
3163,Karthik,Average experience,2025-08-10,E-commerce,averageexperience
3164,Arun,"Amazing experience, highly recommend",2025-11-25,Smart Watch,amazingexperiencehighlyrecommend
3165,Sneha,Very happy with the product,2025-03-26,Headphones,veryhappywiththeproduct
3166,Arun,Great service and fast delivery,2025-04-27,Mobile App,greatserviceandfastdelivery
3167,Divya,Nothing special,2025-11-03,Mobile App,nothingspecial
3168,Anitha,Very happy with the product,2025-04-21,Internet Service,veryhappywiththeproduct
3169,Divya,Excellent quality and very satisfied,2025-02-18,Laptop,excellentqualityandverysatisfied
3170,Divya,Delivery was too late,2025-05-05,Headphones,deliverywastoolate
3171,Priya,Nothing special,2025-10-05,Mobile,nothingspecial
3172,Arun,Great service and fast delivery,2025-10-25,Banking App,greatserviceandfastdelivery
3173,Priya,Nothing special,2025-07-18,Banking App,nothingspecial
3174,Sneha,Very bad experience and disappointed,2025-01-04,Headphones,verybadexperienceanddisappointed
3175,Arun,Very happy with the product,2025-04-09,Smart Watch,veryhappywiththeproduct
3176,Divya,Customer support did not respond,2025-12-25,E-commerce,customersupportdidnotrespond
3177,Sneha,Average experience,2025-01-21,Banking App,averageexperience
3178,Sneha,Decent product,2025-10-11,Headphones,decentproduct
3179,Pooja,Great service and fast delivery,2025-02-14,Headphones,greatserviceandfastdelivery
3180,Karthik,"Amazing experience, highly recommend",2025-06-04,Smart Watch,amazingexperiencehighlyrecommend
3181,Manoj,Excellent quality and very satisfied,2025-01-04,Mobile App,excellentqualityandverysatisfied
3182,Arun,"Amazing experience, highly recommend",2025-08-09,Smart Watch,amazingexperiencehighlyrecommend
3183,Rahul,Acceptable performance,2025-08-15,Mobile,acceptableperformance
3184,Divya,Delivery was too late,2025-01-06,Headphones,deliverywastoolate
3185,Arun,Poor quality and waste of money,2025-01-13,Banking App,poorqualityandwasteofmoney
3186,Manoj,Poor quality and waste of money,2025-08-16,Mobile,poorqualityandwasteofmoney
3187,Divya,Great service and fast delivery,2025-05-02,Mobile,greatserviceandfastdelivery
3188,Suresh,Nothing special,2025-06-14,Laptop,nothingspecial
3189,Priya,Acceptable performance,2025-07-05,Internet Service,acceptableperformance
3190,Anitha,Decent product,2025-12-12,Mobile App,decentproduct
3191,Suresh,Customer support did not respond,2025-12-06,Smart Watch,customersupportdidnotrespond
3192,Karthik,Average experience,2025-09-25,Internet Service,averageexperience
3193,Rahul,Very bad experience and disappointed,2025-07-30,Smart Watch,verybadexperienceanddisappointed
3194,Manoj,"Amazing experience, highly recommend",2025-05-19,Mobile App,amazingexperiencehighlyrecommend
3195,Sneha,Delivery was too late,2025-11-09,Mobile App,deliverywastoolate
3196,Rahul,Very happy with the product,2025-11-19,Laptop,veryhappywiththeproduct
3197,Anitha,Nothing special,2025-06-03,Internet Service,nothingspecial
3198,Karthik,Nothing special,2025-03-15,E-commerce,nothingspecial
3199,Anitha,Average experience,2025-12-11,Internet Service,averageexperience
3200,Divya,Customer support did not respond,2025-07-19,Banking App,customersupportdidnotrespond
3201,Anitha,Poor quality and waste of money,2025-08-31,Headphones,poorqualityandwasteofmoney
3202,Priya,Very bad experience and disappointed,2025-06-18,Laptop,verybadexperienceanddisappointed
3203,Divya,Very bad experience and disappointed,2025-05-02,Internet Service,verybadexperienceanddisappointed
3204,Pooja,Support team was very helpful,2025-07-20,E-commerce,supportteamwasveryhelpful
